,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,last_review,calculated_host_listings_count,availability_365,price_per_minimum_night,review_rate_per_month,is_expensive
20474,16314763,CHARMING ROOM W/ ROOF DECK ACCESS 3 :),4291007,Graham And Ben,Brooklyn,Clinton Hill,40,-73,Private room,2019-03-07,11,263,3.2333333333333334,2.61,False
20475,16314871,CHARMING COZY ROOM FOR 1 :),4291007,Graham And Ben,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2019-02-28,11,342,2.6666666666666665,7.199999999999999,False
20477,16315292,Spacious 1 bedroom in the heart of downtown NYC,8368667,Maura,Manhattan,East Village,40,-73,Entire home/apt,2019-06-03,1,68,107.5,12.6,False
20478,16315325,"Sunny Basement Studio Apartment, 1 block to Park",13741210,Deborah,Brooklyn,Flatbush,40,-73,Entire home/apt,2018-10-01,1,0,44.5,2.61,False
20479,16315491,AWESOME CHARMING ROOM C WITH ROOF DECK ACCESS :),29650513,Katie Graham,Brooklyn,Clinton Hill,40,-73,Private room,2019-05-20,6,332,3.2333333333333334,5.33,False
20480,16315496,AWESOME CHARMING ROOM B WITH ROOF DECK ACCESS :),29650513,Katie Graham,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2018-05-16,6,97,3.2333333333333334,1.68,False
20483,16320520,Penthouse,102913031,David,Manhattan,East Harlem,40,-73,Entire home/apt,2019-06-26,1,346,87.5,39.6,False
20484,16320612,Modern Apt in Harlem steps from Central Park!,88152200,Sade,Manhattan,Harlem,40,-73,Entire home/apt,2017-10-25,1,0,53.0,3.96,False
20485,16321223,Beautiful spacious Greenpoint Apartment,106816918,Zdzislawa,Brooklyn,Greenpoint,40,-73,Private room,2017-11-02,1,0,75.0,45.51,False
20486,16321376,Sunny 1 Bedroom Apt. in Brooklyn,43610994,Christopher,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2018-12-29,1,0,35.0,0.95,False
20489,16321789,Sunny Room in East Williamsburg close to L Train,4992081,Sascha,Brooklyn,Williamsburg,40,-73,Private room,2019-07-01,1,4,28.0,3.8,False
20490,16322134,Wonderful room located in charming East Village,8030654,Calvin,Manhattan,East Village,40,-73,Private room,2018-06-07,1,0,300.0,0.3,False
20491,16322481,1 (twin) private room in bushwick +roof +living rm,106827427,Zarrin,Brooklyn,Bushwick,40,-73,Private room,2017-01-11,1,0,10.0,0.14,False
20493,16323227,Lovely Spacious Bedroom in Brooklyn,23700673,Yoni,Brooklyn,Clinton Hill,40,-73,Private room,2019-06-12,2,53,25.333333333333332,850.86,False
20494,16323239,Spacious 2 BDR - Hell's Kitchen/Times Square,2559886,Sy,Manhattan,Hell's Kitchen,40,-73,Entire home/apt,2017-11-30,1,0,32.5,0.14,False
20495,16323461,"Williamsburg Experience, Quick Manhattan Access",20532489,Inese & Michæl,Brooklyn,Williamsburg,40,-73,Private room,2019-06-07,1,70,62.0,164.72,False
20496,16323724,"UWS Landmarked Townhouse 1BR, APT 3B",106837455,Lisa,Manhattan,Upper West Side,40,-73,Entire home/apt,2017-11-15,8,125,1.7777777777777777,0.14,False
20497,16323731,RG - Budget Friendly room in the Greenpoint area!,83717038,Max,Brooklyn,Greenpoint,40,-73,Private room,2019-06-16,3,171,22.5,232.05,False
20498,16324410,Private cozy room near LGA airport,58391491,Juel,Queens,East Elmhurst,40,-73,Private room,2019-06-24,5,139,33.0,3543.1200000000003,False
20499,16324411,Private large room near LGA airport with queen bed,58391491,Juel,Queens,East Elmhurst,40,-73,Private room,2019-06-23,5,175,45.0,2083.35,False
20500,16325276,The Fenihouse Brooklyn,106445501,Renee,Brooklyn,Prospect-Lefferts Gardens,40,-73,Entire home/apt,2019-06-16,1,234,100.0,69.0,False
20501,16325588,Chic & Cosy Lower East Side Apartment,27809907,Sophie,Manhattan,Chinatown,40,-73,Private room,2017-07-02,1,0,65.0,0.12,False
20502,16325781,Room at Home in Lower East Side,3173147,Andrea,Manhattan,Lower East Side,40,-73,Private room,2019-06-25,2,244,23.75,9.45,False
20503,16325899,Private room near LGA Airport with queen bed,58391491,Juel,Queens,East Elmhurst,40,-73,Private room,2019-06-20,5,155,45.0,3004.92,False
20505,16330110,Stylish & Spacious Apartment,105075484,Bertus,Brooklyn,Canarsie,40,-73,Entire home/apt,2019-06-21,1,349,58.5,250.8,False
20506,16330737,Ft Greene: 2-3 Bedroom Duplex w/Garden,106899231,Heather,Brooklyn,Fort Greene,40,-73,Entire home/apt,2018-08-29,2,5,36.666666666666664,1.61,False
20507,16331234,Bright & cozy 1BR/Balcony next to 3 subways!,3952200,Gala,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-06-22,2,302,33.333333333333336,166.32,False
20510,16332208,Cute Bedroom in Hip Bushwick,32923003,Vanessa,Brooklyn,Bushwick,40,-73,Private room,2017-01-15,1,89,4.428571428571429,0.12,False
20511,16332242,"Spacious, cozy, quiet 1.5 bedroom",85692123,Audrey,Queens,Ridgewood,40,-73,Entire home/apt,2017-01-02,1,0,24.75,0.03,False
20513,16333075,Light filled private room in Red Hook!,1228668,Mattia,Brooklyn,Red Hook,40,-74,Private room,2019-06-20,1,0,9.5,0.52,False
20515,16333353,Clean Comfortable Room in Amazing NYC Neighborhood,106921180,Jake,Queens,Ridgewood,40,-73,Private room,2016-12-31,1,0,11.0,0.12,False
20517,16333607,--Into The Heart Of Greenpoint--,32946808,Chris,Brooklyn,Greenpoint,40,-73,Entire home/apt,2019-05-27,1,258,56.666666666666664,43.66,False
20520,16334327,"Bright, airy, calm Brooklyn space",1636770,Clare,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2017-01-24,1,0,34.0,0.52,False
20521,16334336,Modern Ridgewood Apartment!,105079063,Manuel,Queens,Ridgewood,40,-73,Private room,2017-12-27,1,0,16.25,12.8,False
20522,16334686,Cozy with Great location !!!!,43719073,Nora,Brooklyn,Sheepshead Bay,40,-73,Shared room,2019-06-23,5,354,37.0,74.26,False
20523,16335101,Brooklyn Style Apartment!,8904815,Sandra&Orlando,Brooklyn,Flatbush,40,-73,Entire home/apt,2019-01-02,2,281,13.142857142857142,7.35,False
20524,16335390,A dose of Williamsburg cool,3914854,Matt,Brooklyn,Williamsburg,40,-73,Private room,2017-04-08,1,0,62.5,0.30000000000000004,False
20525,16335618,Large room with private bath & kitchen near train,106940881,Adil,Brooklyn,Flatbush,40,-73,Entire home/apt,2019-06-24,1,64,71.0,492.28000000000003,False
20526,16336428,Cozy room in Brooklyn,13933851,Yagil,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2018-02-28,2,0,5.0,3.8499999999999996,False
20527,16336497,Charming Chelsea Studio,106948369,Charles,Manhattan,Chelsea,40,-74,Entire home/apt,2019-02-13,1,9,36.666666666666664,2.17,False
20528,16336636,River View Apartment in the Bronx,91320722,Germaine,Bronx,Kingsbridge,40,-73,Entire home/apt,2018-08-23,1,37,1.8076923076923077,0.48,False
20529,16336686,Comfortable room in quite home with queen size bed,42561290,Carla,Brooklyn,East New York,40,-73,Private room,2019-01-29,4,158,22.5,44.769999999999996,False
20530,16336709,Private Room on Roosevelt Island,106948134,Erik,Manhattan,Roosevelt Island,40,-73,Private room,2019-04-28,2,0,50.0,2.56,False
20531,16336860,Cozy room in 3 BR Williamsburg apartment,60736303,Charlotte,Brooklyn,Williamsburg,40,-73,Private room,2017-01-01,1,0,30.0,0.03,False
20532,16336867,Super Great Williamsburg Apartment- Private Room,36828710,Bridgid,Brooklyn,Williamsburg,40,-73,Private room,2017-03-27,1,0,60.0,0.04,False
20533,16337047,Comfy Bedroom in Spacious Manhattan apartment,35215309,Victor,Manhattan,East Harlem,40,-73,Private room,2019-06-29,2,81,18.333333333333332,20.64,False
20534,16337106,Charming attic Room in Home + Backyard/Near Metro,105394139,Ciprian,Bronx,Fordham,40,-73,Private room,2019-06-23,4,75,19.333333333333332,230.16000000000003,False
20535,16337271,"Charming Central 1- Bedroom Apartment, Gramercy",28450419,Jenna,Manhattan,Gramercy,40,-73,Entire home/apt,2019-01-02,1,48,20.0,0.6,False
20536,16337590,Artsy Apt in Bushwick!,9210000,Tracy,Brooklyn,Bushwick,40,-73,Private room,2017-05-16,1,206,25.0,0.8,False
20539,16338143,Cozy place in a diverse city,106963874,Mabel,Queens,Elmhurst,40,-73,Private room,2017-01-20,1,0,50.0,0.14,False
20540,16338348,Entire 1 Bedroom Apt with Great Light & Vibes :),106951556,Meli And Daniel,Manhattan,Chinatown,40,-73,Entire home/apt,2018-10-30,1,188,18.428571428571427,3.8499999999999996,False
20541,16338454,Cozy & Sunlit Three Bedroom Apartment,5828836,Dana,Manhattan,Harlem,40,-73,Entire home/apt,2017-01-01,1,0,127.5,0.03,False
20542,16339175,"Cozy, Quiet, 1 bedroom apartment - Lower East Side",93393807,Al,Manhattan,Lower East Side,40,-73,Entire home/apt,2019-06-23,1,31,177.0,69.0,False
20543,16339429,Quiet Room in Unique Carroll Gardens,106977720,Kristan,Brooklyn,Carroll Gardens,40,-73,Private room,2017-03-02,1,0,25.0,0.14,False
20544,16341416,Sunny room in BK for your NYC stay!,40146897,Eric,Brooklyn,Crown Heights,40,-73,Private room,2019-06-04,5,29,24.5,37.74,False
20545,16345072,Elegant 3BR with Backyard (15 Mins to Manhattan!),107022433,Nikita,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-06-21,3,250,162.5,152.09,False
20546,16346527,a budget comfy room,4013000,Mei,Queens,Bayside,40,-73,Private room,2019-06-02,2,145,2.0,15.399999999999999,False
20547,16346945,Full Apartment in Upper West Side.,15702477,Per Byholt Leibøl,Manhattan,Upper West Side,40,-73,Entire home/apt,2017-01-14,1,0,54.5,0.14,False
20548,16347171,Brooklyn Brownstone Serenity,19655631,Tali,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-06-30,1,59,16.666666666666668,99.55,False
20549,16347965,UES Beautiful Apartment off Park Av,33229585,Natalia,Manhattan,Upper East Side,40,-73,Entire home/apt,2019-07-07,1,17,70.0,17.48,False
20550,16348240,Wyndham 2 doubles hotel room,60617669,Rich,Manhattan,Midtown,40,-73,Entire home/apt,2017-01-01,4,0,74.5,0.12,False
20551,16348791,Spectacular Townhouse 4Floor 5BD West Village NYC,101132948,Maud,Manhattan,West Village,40,-74,Entire home/apt,2018-12-27,1,361,2590.0,3.28,True
20553,16349645,Studio in West Village,6335037,Eric,Manhattan,West Village,40,-74,Entire home/apt,2017-01-02,1,0,55.0,0.03,False
20554,16349888,Hamilton Heights Townhouse Apartment,107055014,Michael,Manhattan,Harlem,40,-73,Private room,2019-06-17,1,28,36.75,35.4,False
20556,16350431,Cozy room Williamsburg,1260413,Helena,Brooklyn,Williamsburg,40,-73,Private room,2018-05-28,3,0,35.0,0.52,False
20557,16350500,Charming Modern 1 Bedroom in Bedstuy.,35331192,Shaun-Curtis,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2018-01-02,1,0,43.75,0.14,False
20558,16350688,"Private Studio along the park in Greenpoint, BK",69280122,Colin,Brooklyn,Greenpoint,40,-73,Entire home/apt,2019-07-07,1,0,20.0,0.8500000000000001,False
20559,16351193,Cozy Attic RM in Private Home Backyard/Near Metro,105394139,Ciprian,Bronx,Fordham,40,-73,Private room,2019-06-19,4,84,18.333333333333332,179.07999999999998,False
20560,16352250,Lavish Upscale  Room. Unforgettable.,31736547,Iza,Manhattan,East Harlem,40,-73,Private room,2019-07-01,2,34,65.0,242.35999999999999,False
20561,16352484,Serene atmosphere in Manhattan,78466689,Natalia,Manhattan,Inwood,40,-73,Private room,2019-06-28,1,29,29.5,3.96,False
20563,16352907,New Years Eve in a bright and airy UWS one bedroom,71698853,Sarah,Manhattan,Upper West Side,40,-73,Entire home/apt,2017-01-02,1,0,50.0,0.03,False
20564,16352982,"Great Room &Host, steps from #1 train",60163700,Dee,Manhattan,Harlem,40,-73,Private room,2018-08-15,4,0,0.8333333333333334,8.71,False
20565,16353229,Luxurious Studio In heart of NYC!,106949780,Amit,Manhattan,Theater District,40,-73,Entire home/apt,2017-11-08,1,0,72.5,0.8,False
20566,16353257,Quiet and cozy apartment in Greenwich Village,27932675,Sandra,Manhattan,NoHo,40,-73,Entire home/apt,2017-03-17,1,0,33.333333333333336,0.30000000000000004,False
20567,16353458,Cozy and sunny 2 BR apartment in trendy Greenpoint,4229387,Suzanne,Brooklyn,Greenpoint,40,-73,Entire home/apt,2019-01-01,1,0,37.5,0.52,False
20568,16353473,Great Bedroom in East Williamsburg (+ ROOFTOP!!),107082851,Brian,Brooklyn,Williamsburg,40,-73,Private room,2017-01-01,2,0,11.8,0.03,False
20569,16353485,"Private 1 BR in 4 BR apartment, by L Train",32545798,Sasha,Brooklyn,Williamsburg,40,-73,Private room,2017-06-24,5,0,45.0,0.52,False
20570,16353851,Luxury apartment in the heart of Williamsburg,14808512,Florian,Brooklyn,Williamsburg,40,-73,Entire home/apt,2018-01-01,1,0,56.666666666666664,0.14,False
20571,16354659,East Village Studio Apt w/private Courtyard Oasis,93211521,Steven,Manhattan,East Village,40,-73,Entire home/apt,2017-01-05,1,0,20.0,0.03,False
20573,16357148,Private Room in Sun-drenched Apartment,46416490,Anne,Manhattan,Harlem,40,-73,Private room,2018-09-14,1,15,2.2666666666666666,13.0,False
20574,16360002,Cozy Stylish Central Park Private Suite,4487093,Jack - Philippe,Manhattan,East Harlem,40,-73,Private room,2019-07-01,1,117,52.5,237.15,False
20575,16360010,"Charming bedroom, great location !",26574838,Maude,Brooklyn,Williamsburg,40,-73,Private room,2017-01-08,1,0,32.5,0.14,False
20579,16361439,Private Studio & Kitchen in Renovated Brownstone,48952468,Mónica,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-06-30,1,232,37.5,155.04,False
20580,16361717,Apartment in the heart of Williamsburg Brooklyn!,90829719,Mat,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-06-23,1,221,125.0,408.8,False
20581,16362150,Bright and Cozy 1BR in Crown Heights,5659683,Morgan,Brooklyn,Crown Heights,40,-73,Entire home/apt,2019-06-25,1,8,33.333333333333336,0.8500000000000001,False
20582,16362226,"浪漫民宿,环境优美,停车方便,独立洗手间和马桶,浴室共用｡ (Website hidden by Airbnb)",105074140,Emmy,Queens,Flushing,40,-73,Private room,2019-02-14,4,0,48.0,105.55999999999999,False
20583,16363175,PENTHOUSE OASIS IN THE HEART OF CHELSEA /FLATIRON,4366982,Rami,Manhattan,Gramercy,40,-73,Entire home/apt,2019-02-17,1,19,14.9,2.61,False
20585,16363434,Midtown Loft,40965944,Lou,Manhattan,Midtown,40,-73,Entire home/apt,2017-04-16,1,0,145.0,0.8,False
20586,16363498,Sunny and large bedroom in Williamsburg Apartment,6842719,Shachi,Brooklyn,Williamsburg,40,-73,Private room,2019-05-22,2,89,120.0,1.61,False
20587,16363747,Comfy Room in Cobble Hill,107158968,Jessica,Brooklyn,Carroll Gardens,40,-73,Private room,2018-03-16,1,0,45.0,2.08,False
20589,16364067,Beautiful Newly Renovated BK Apt with W&D in Unit,1528114,K.,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-05-26,1,0,23.75,156.39999999999998,False
20590,16364666,Brand New &Cozy  Room Close to Subway Station,61042,Marlon,Manhattan,Harlem,40,-73,Private room,2018-12-31,6,0,11.25,15.62,False
20591,16365302,Bond Street 2 bedroom 2 bath great Noho location,24074171,Donna,Manhattan,NoHo,40,-73,Entire home/apt,2019-04-12,1,10,200.0,23.400000000000002,False
20592,16365878,"Near the City, Classic Brooklyn!",107177716,Yuki,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-06-29,1,203,65.0,915.6,False
20593,16366744,Large Basement Bedroom With Kitchen,107040079,Jonathon,Brooklyn,Crown Heights,40,-73,Private room,2019-06-30,2,272,20.0,89.24,False
20594,16366928,Bronx Beauty: Renovated historic rowhouse,97853468,Steven,Bronx,Hunts Point,40,-73,Private room,2019-05-31,4,332,3.2142857142857144,12.24,False
20595,16367064,Cute and cozy space in Chinatown,11511386,Erika,Manhattan,Chinatown,40,-73,Private room,2016-12-30,1,0,50.0,0.03,False
20598,16367983,Charming and Convenient East Village Apartment,17098527,Mei Ni,Manhattan,East Village,40,-73,Private room,2018-01-01,1,39,50.0,0.14,False
20599,16368233,Private room in beautiful apartment,6153409,Isaac,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2016-12-26,1,0,3.0,0.30000000000000004,False
20600,16368328,Cozy Harlem Jewel,107158006,Liliana,Manhattan,Harlem,40,-73,Private room,2019-06-24,1,198,30.0,454.58,False
20601,16368376,"Chic, Sunny East Village Entire Apartment",48071153,Caitlin,Manhattan,East Village,40,-73,Entire home/apt,2017-12-22,1,26,33.0,3.3000000000000003,False
20603,16368793,"Super Cute, Cozy, Sun-filled And Private",106634512,Katarina,Queens,Ridgewood,40,-73,Entire home/apt,2019-06-28,2,50,20.0,278.46,False
20604,16370096,Beautiful room in Brooklyn,16627758,Thai,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2017-01-14,1,0,38.0,0.30000000000000004,False
20606,16373546,Huge full floor loft on Broadway and Bleecker,10683360,David,Manhattan,Greenwich Village,40,-73,Entire home/apt,2019-07-02,1,45,80.0,8.4,False
20608,16374392,2 Bedrooms Entire Beautiful Apt in Williamsburg!,16949541,Sebastian,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-01-06,2,291,30.0,3.78,False
20610,16374783,Loft in Brooklyn,697678,Shauna,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2017-11-25,1,0,39.666666666666664,1.2000000000000002,False
20611,16374819,Cozy and Modern apartment in Astoria,106436231,Liliana,Queens,Astoria,40,-73,Entire home/apt,2016-12-30,1,0,32.142857142857146,0.03,False
20613,16377144,Cozy 2Bedroom Apt. in Astoria,7310057,Carl,Queens,Astoria,40,-73,Entire home/apt,2019-01-01,1,0,26.333333333333332,0.22,False
20614,16377436,"Big, sunny bedroom in apartment with modern decor",100595030,Michael,Brooklyn,Williamsburg,40,-73,Private room,2018-09-29,2,0,3.0357142857142856,7.0,False
20615,16377899,90 Washington St Luxury apartment,53179388,Raymond,Manhattan,Financial District,40,-74,Entire home/apt,2017-02-04,10,342,6.666666666666667,0.03,False
20616,16378007,307 E 44th st 1BR great loc,53179388,Raymond,Manhattan,Midtown,40,-73,Entire home/apt,2018-05-10,10,350,5.0,0.36,False
20618,16378562,Charming studio in midtown east,20692024,Ali,Manhattan,Midtown,40,-73,Entire home/apt,2018-05-20,1,0,43.0,2.66,False
20619,16378706,Master Bedroom in Stylish Apartment,1276297,Amitis,Brooklyn,Greenpoint,40,-73,Private room,2017-02-01,1,0,67.0,0.14,False
20620,16380258,MANHATTAN MODERN NEAR CENTRAL PARK!,99237414,Peter,Manhattan,East Harlem,40,-73,Private room,2019-06-21,1,46,26.333333333333332,14.489999999999998,False
20621,16380794,Brooklyn’s lovely Luxurious Suite sleeps 5,107294313,Sam,Brooklyn,Bay Ridge,40,-74,Entire home/apt,2019-06-30,1,217,69.5,280.86,False
20622,16381008,Sunny Private Studio-Apartment,107296819,Alexandra,Manhattan,East Harlem,40,-73,Entire home/apt,2019-06-16,3,11,105.0,656.04,False
20624,16381226,"Не дорогая комната в Нью-Йорке, в Бруклине",107291364,Ella,Brooklyn,Coney Island,40,-73,Shared room,2016-12-18,1,0,25.0,0.03,False
20625,16381393,Skyline #2 view ny skyline,93121568,Charles,Bronx,Concourse,40,-73,Private room,2019-07-01,2,169,30.0,95.4,False
20626,16381746,Budget stay in LUXURIOUS FIDI building,17691352,Emily,Manhattan,Financial District,40,-74,Private room,2017-10-07,1,0,5.0,0.30000000000000004,False
20627,16381905,Skyline #1 view ny skyline,93121568,Charles,Bronx,Concourse,40,-73,Private room,2019-07-01,2,110,25.0,129.78,False
20628,16382035,"✨Bright, spacious apartment in the West Village❤️",1000278,Michael,Manhattan,West Village,40,-74,Entire home/apt,2019-06-22,1,236,190.0,237.35999999999999,False
20629,16382645,Amazing ONE bedroom. Lots of light and style,13043232,Wendy,Manhattan,Greenwich Village,40,-74,Entire home/apt,2019-04-17,1,9,46.0,6.3,False
20630,16385859,Cozy Junior 1BR in inwood.,8571056,Richard,Manhattan,Inwood,40,-73,Entire home/apt,2018-09-04,1,0,40.0,0.52,False
20632,16389354,Spectacular 2BR with NYC SKYLINE VIEW + ROOF DECK,107136259,Prithvi,Brooklyn,Williamsburg,40,-73,Entire home/apt,2017-01-02,1,0,99.5,0.03,False
20634,16389820,Lovely room in the lovely area of Williamsburg BK,6141851,Freya,Brooklyn,Williamsburg,40,-73,Private room,2017-01-02,1,0,32.0,0.30000000000000004,False
20637,16391487,Affordable bedroom in the East Village!,16085180,Nicolas,Manhattan,East Village,40,-73,Private room,2017-05-28,1,0,35.0,2.61,False
20639,16392085,Bright Spacious Home in Heart of Williamsburg NY,16462666,Ali,Brooklyn,Williamsburg,40,-73,Entire home/apt,2017-03-27,3,0,132.0,0.14,False
20640,16392514,"Great deal, full equiped room in Times Square",107382521,Adam,Manhattan,Theater District,40,-73,Private room,2017-11-26,1,0,100.0,42.48,False
20641,16392756,Cozy studio next to Wash Sq Park,5895282,Scott,Manhattan,Greenwich Village,40,-73,Entire home/apt,2017-06-16,1,0,27.0,2.61,False
20642,16393191,Interfaith Retreat Guest Rooms (Bhakti),16677326,Alex And Zeena,Manhattan,Chelsea,40,-73,Private room,2019-06-23,12,359,85.0,227.64,False
20643,16393395,Interfaith Retreats (Devotion),16677326,Alex And Zeena,Manhattan,Chelsea,40,-73,Private room,2019-06-23,12,360,85.0,410.19,False
20644,16393500,Bedroom in beautiful Brooklyn apartment,23099342,Jon,Brooklyn,Fort Greene,40,-73,Private room,2017-01-02,1,0,7.857142857142857,0.12,False
20645,16393554,Classic Downtown Loft,1482059,Erin,Manhattan,Chinatown,40,-73,Entire home/apt,2019-05-09,1,66,147.5,59.769999999999996,False
20646,16394179,Private Bedroom + Shared House,101809002,Tak,Brooklyn,Brownsville,40,-73,Private room,2017-03-01,1,0,28.0,1.61,False
20647,16394193,Cozy & Affordable,59338077,Nash,Queens,Ridgewood,40,-73,Private room,2017-01-02,1,0,45.0,0.14,False
20648,16394440,"Beautiful Double Room - Heart of Clinton Hill, BK",47817193,Loreley,Brooklyn,Clinton Hill,40,-73,Private room,2017-05-16,1,0,120.0,0.14,False
20649,16394488,Hip Luxury Stay w Private Bath 5 min to Manhattan,94027304,Roberson,Brooklyn,Williamsburg,40,-73,Private room,2017-07-13,1,0,30.0,0.8,False
20650,16394576,"Master bedroom , your own bathroom in 2bed apart",52176200,Viktoria,Manhattan,East Harlem,40,-73,Private room,2019-06-30,1,34,89.0,732.78,False
20651,16394608,Cozy room in Beautiful Brooklyn!,37236633,Elís,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2016-12-31,1,0,1.6666666666666667,0.14,False
20653,16394824,Apartment in Soho on Edge of West Village,107398940,Carl,Manhattan,Greenwich Village,40,-74,Entire home/apt,2017-01-04,1,0,50.0,0.14,False
20655,16395800,Small Room,78497102,Ira,Manhattan,Lower East Side,40,-73,Private room,2018-01-01,1,0,99.0,1.2000000000000002,False
20657,16396119,Enjoy my apartment for the summer!,52780335,Aaron,Manhattan,Washington Heights,40,-73,Entire home/apt,2019-06-29,1,0,21.666666666666668,6.3,False
20658,16396241,Williamsburg 2BR. Close to L train,107412747,Jazz,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-06-29,1,359,280.0,577.22,False
20660,16396507,Full 1 bedroom apt in an awesome area!,1175504,Verun,Manhattan,Kips Bay,40,-73,Entire home/apt,2017-05-27,1,0,30.0,0.14,False
20661,16396640,Wonderful UES Studio...,107416436,Eddie,Manhattan,Upper East Side,40,-73,Private room,2017-01-02,1,0,10.0,0.03,False
20662,16396753,Private room in the heart of East village,5212097,Chris,Manhattan,East Village,40,-73,Private room,2019-03-19,2,0,33.333333333333336,0.95,False
20665,16401944,Cheap large room with desk 10 min to JFK+ Mall,107455767,Guelma,Queens,Rosedale,40,-73,Private room,2018-10-21,5,356,3.3333333333333335,272.32,False
20666,16402623,"Cozy apartment in the Lower East Side, NYC!",3125516,Eva,Manhattan,Lower East Side,40,-73,Entire home/apt,2017-11-30,1,0,11.875,0.30000000000000004,False
20667,16403092,Beautiful 1 Bedroom in Bedstuy with Private Yard,98976,Nathan,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2017-11-19,1,0,20.0,0.52,False
20668,16403353,Bright & Sunny Oasis in East Village,3413390,Katia,Manhattan,East Village,40,-73,Entire home/apt,2019-06-21,1,0,90.0,18.48,False
20669,16404289,Brownstone on a tree-lined street in NYC,102012893,Jeffrey,Manhattan,Harlem,40,-73,Entire home/apt,2017-07-29,2,0,40.0,0.14,False
20670,16404329,Small Room in Big Williamsburg Apartment,4448551,Marco,Brooklyn,Williamsburg,40,-73,Private room,2018-11-30,1,0,2.5517241379310347,9.350000000000001,False
20671,16405036,AMAZING LOCATION - Heart of CHELSEA / Manhattan,3894843,Ania,Manhattan,Chelsea,40,-73,Private room,2019-06-23,1,19,95.0,296.25,False
20672,16405126,Artists Bright Eclectic Home & Studio,50097540,Ana Cristina,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-02-22,1,0,28.5,59.04,False
20674,16405668,"Sixth Ave Chelsea, 1bd Serviced Apartment",22541573,Ken,Manhattan,Chelsea,40,-73,Entire home/apt,2019-03-15,87,358,9.3,0.26,False
20676,16406403,Bright Brooklyn Room close to Manhattan,28455413,Lia,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2017-09-18,2,0,1.4761904761904763,0.95,False
20678,16407022,Bedroom in Spacious Williamsburg Loft,22803324,Andrea,Brooklyn,Williamsburg,40,-73,Private room,2017-06-02,1,0,40.0,0.33,False
20679,16407427,Bronx Cozy Spacious Room close to NYC Subway,9947836,Jenny,Bronx,Longwood,40,-73,Private room,2019-06-24,2,22,16.666666666666668,132.37,False
20680,16407461,Prospect Park Brownstone full floor w/garden,28779108,Darryl Diego,Brooklyn,Prospect-Lefferts Gardens,40,-73,Entire home/apt,2019-06-23,1,145,47.5,30.68,False
20681,16408202,Spacious room with amazing view,8309054,Kenza,Manhattan,East Village,40,-73,Private room,2017-12-20,1,0,45.0,0.30000000000000004,False
20682,16409634,*BRAND NEW*4 BED DUPLX W PVT BCKYARD 15 MIN 2 CITY,254846,Brendan,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-05-04,4,290,133.0,31.93,False
20684,16411398,Harlem Brownstone Retreat Suite,54246858,Lana,Manhattan,Harlem,40,-73,Entire home/apt,2019-06-29,1,257,36.666666666666664,291.51,False
20685,16412250,Cozy and quiet 1 bedroom in great neighborhood,19294443,Melissa,Brooklyn,Park Slope,40,-73,Entire home/apt,2017-01-01,1,0,42.5,0.03,False
20686,16412823,Beautiful Area. Central Park views. Classic Apt,20578378,Brooklyn,Manhattan,Upper East Side,40,-73,Private room,2019-06-28,1,327,52.5,47.25,False
20687,16413425,Where Dreams are made of NYC,107556087,Crystal,Manhattan,East Harlem,40,-73,Shared room,2018-10-02,1,88,89.0,0.38,False
20688,16413638,Cute Nolita 1 Bedroom,12349009,Kaj,Manhattan,Nolita,40,-73,Entire home/apt,2017-01-02,1,0,66.66666666666667,0.03,False
20689,16413742,Large Bushwick private bedroom,561033,Neil,Brooklyn,Bushwick,40,-73,Private room,2019-06-20,1,160,21.0,12.920000000000002,False
20691,16414045,"Private 2 Room Guest Suite in Queens, NY",59886126,Maria,Queens,Glendale,40,-73,Entire home/apt,2019-05-20,1,101,23.75,139.23,False
